[로그 시작] 클라이언트 1 로그 파일
[파일 선택] c:\Github\G1HW3\G1HW3/Expression1.txt
[158번 수식 전송]: 1-7-1-7-6/6/9/4/2/5
[150번 결과 수신]: 373.9583333333333
[159번 수식 전송]: 8*2*9*4+4*5*2*4-1*4+8*10/3/3+10*2*5+4/9+7-7-4-6*4/3-4+8/9/2-1+6/7/10*9+10+7
[151번 결과 수신]: 105.3579365079365
[160번 수식 전송]: 3/6-2+1-6/10-7+10/4/9-10/2+9/2/10*3*3/6+9*7*7/3+3*8-9-2/8-8+10*4+4*10-10+5+5+7-10
[152번 결과 수신]: -25.016666666666666
[161번 수식 전송]: 7-10*7-7*9-4*9/6*8+7+2+2/6*8*4/3+7/2+2/5+3
[153번 결과 수신]: -147.50222222222223
[162번 수식 전송]: 9/5-1*7+5-9*3+9/2+3*2-4*9+3*8*5*4-6+4/8+9+3+2+6-1/4+3*1+7/7*2/9+3*2
[154번 결과 수신]: -365.50714285714287
[163번 수식 전송]: 5+5+1-9/7*9*8*4-4+7/10+6+1*2/1-9+4+9-2+1*4+8/7/5/6-9*8*9
[155번 결과 수신]: -122.9
[156번 결과 수신]: 2863.2166666666667
[164번 수식 전송]: 6/7+1+6/7*10-6/5*5-7+3*9*4+1+6-9/8*10*1+10/8*1+10+8/9-1-4+9/10-6+7-8/10-1+7-1+10/2+9-4/7
[157번 결과 수신]: -36.29027777777779
[165번 수식 전송]: 10/10/4/8/7+3+10/7/9+4*6*8+1-2
[158번 결과 수신]: -14.002777777777778
[166번 수식 전송]: 2*4-3+5-7-6+2*1/1/2+6*3/5-3-8-1+1*8/10+4+9+3/1+9/5-7/7/6/2*9+1-6/9+1+10/8*4*1-5/9/2-1+3+3+10/1-2-9-10
[159번 결과 수신]: 842.5492063492064
[167번 수식 전송]: 5/3*7+7/7+10/9*2*5-4-2+10*7-2-1-8/1-10+9-5-8+8-10-8-2*2-4/7
[160번 결과 수신]: 218.6027777777778
[168번 수식 전송]: 4+8-2/2*3+5/10*1+3-3-5*3/8+10-2/5*1*2/6/5/3+10*3*5/10/3*9+8*4+3+3+7+7-7+8+10+7/2/5*6-7-10/10
[161번 결과 수신]: -154.54444444444445
[169번 수식 전송]: 9-4*5+5/9-6/10-4*9-4*4/5+3+6-3-8/2+9+1+4/7/9/10-5-10/3*5/8-3-4*10/1*2-3+6*3-3/2+9*3-10
[162번 결과 수신]: 450.77222222222224
[170번 수식 전송]: 5+3/5+5*5-10/2-2-4*10-2-8/5*7/6+10+9+5*2-9+4/6*4*1-3/2/1*4-3+1+7
[163번 결과 수신]: -996.547619047619
[171번 수식 전송]: 4-4/1*2-8*7-3/1-1*3*5/3/4-6+2*1-4/1
[164번 결과 수신]: 127.84603174603176
[172번 수식 전송]: 9-9*9+9-7*1*5-6-2-5/1-7*4/10-3+5*7/6+1/4*8+9+6*6/4+2-4+2*8/5*8*8-7/5*8-8+3+7*7+9-3+4/1/7*7-2*2/2-3
[165번 결과 수신]: 194.16319444444446
[173번 수식 전송]: 4/6-7*2+3+10/5-10+4/4+2-3/3/9-1+9-10+8+1-8-2+7/9*5/4*4-9/2/8/9*2+1-9+4-10*4+9*10-2-5/6*1
[166번 결과 수신]: 7.505555555555556
[174번 수식 전송]: 4+4/3-1/1-2*10*7-3+8-3+5-5*5+10+7*1-5/6*7-2/10+9/3-2-3/6+10/8*2/6*1*3/1*5+9+8*7*10+8-9-7-10+10+7-4
[167번 결과 수신]: 48.2063492063492
[175번 수식 전송]: 5-9+7*8*6*9/10*10-10-3-8*9+1
[168번 결과 수신]: 121.8161111111111
[176번 수식 전송]: 9*3*4/7-1-3+9-2+8*5-10+1/9+3-8*3-1/4+9+5
[169번 결과 수신]: -97.82142857142858
[177번 수식 전송]: 9-5+9/7+2/1+5/9/1*10*3+2-3/6/2+3/3-7-1+5-6/7/3-3+7-5-10-8/4+8-1-10-1/10/1+3*2+9*2/3+4*7
[178번 수식 전송]: 3*10*7+8-3+8+4+9*5+2/5/9+1*10-4*10/6-6-7*8+6+3+5-2/7-7+9-3+9/1-4*7/5+5*1-6-9-7/10+7*5/8
[170번 결과 수신]: 1.4000000000000004
[171번 결과 수신]: -72.25
[179번 수식 전송]: 9-7+9/6*3/4-7*3+2+4+7+3+9-8*8-5-2/3/10/9-5-9-10-3/6+6-2+8/2-9*10-5*8+6+6-2*7/2-6-7-8-8*8
[180번 수식 전송]: 10/8*6/9-8/9*1-7-7+10+7-8-2*1-2-8+5-8*4/10-5*8/2-9/7/5-2*5*2*6/5*4+10
[181번 수식 전송]: 2+10*5+7+5-2-4+2/8+2-7*9-3*6/8-4/8+6+9*3*5-9*3
[172번 결과 수신]: 149.63333333333333
[182번 수식 전송]: 4-9+9/3/4-9+3/7-4-9/7/8-1/7+10/9+1*3-7+8*4/6*5/4/7/9/8-2/4-6-2*9+10+3/8+9+5-2/7*2*3*4-6/5-1/1+6*9
[173번 결과 수신]: 28.48611111111111
[183번 수식 전송]: 2-3-6-4*10-5+3*9*1+4*10*10+7
[174번 결과 수신]: 428.05
[184번 수식 전송]: 3+2/2/5-2+8/3/8-5/5*3
[175번 결과 수신]: 2936.0
[185번 수식 전송]: 4-3*10+8*4-10*10+3/10-3+5/3/1-7+2*2*1/1+1*7-9/6-5-2/3/8+1-5*6+3*6/10-3+9-7/4*3*9+8+10/6
[176번 결과 수신]: 41.289682539682545
[186번 수식 전송]: 10-5*7*4+9/2-3-10*7+4*9*6+9+5/4*2/10+2/9+8-9*3-8*6/4/2/7/9/3+1/5+9/6-2
[177번 결과 수신]: 47.31666666666666
[187번 수식 전송]: 8-8+5+6/9*2-3+7*4+4/6+6/10-8+4-5+2-7-4/9+9+4/10+4-3/4/2-7-2+9
[178번 결과 수신]: 223.16706349206348
[188번 수식 전송]: 4*9+1/8*6/10+4*3*2-8/7-10-4-4-6+5-3/6-6+9/4/8+7/6+4-2+6-3*7*7*1/3+9/10+2/2*6-7+10-4/7-3/9
[179번 결과 수신]: -288.3824074074074
[189번 수식 전송]: 10*1/4/9+10/7+6+10-10-10/6*8+7-9/9*3+5/10-5-2/6+6-5
[180번 결과 수신]: -121.51269841269843
[181번 결과 수신]: 108.5
[190번 수식 전송]: 3/4+7-5*9-3*4/7-9*7-9*7/2
[182번 결과 수신]: 24.81719576719577
[191번 수식 전송]: 1/2*5*3*4+7+6*6/9-1-2-3-9/4/7*9-10-4-10+10/8*3/4*8*6-2-10*6-4+1/2/3/1+5*3+6/1/4+2/8+5
[183번 결과 수신]: 382
[192번 수식 전송]: 5*5*8*4/6*6+7+6-8*7*7*4+10*4+4-10
[184번 결과 수신]: -1.4666666666666666
[193번 수식 전송]: 6*5/1+6/8/4*4/6*1-9*9/9/7/6-6*2+8/3*7+6+2*5/6-1-7*3+7+1/7*6/10*1-8/2+3-5-5*3+4+3+1*6-8
[185번 결과 수신]: -156.4
[194번 수식 전송]: 9-5+6+5*8+5+8/2-4/6/6+8+7*5/5/3/9
[186번 결과 수신]: 7.640476190476189
[195번 수식 전송]: 9*9*4*8+4+2*3-4/1/8+9*3*1/8*5-5-2-10/3*6-3-7+8+10*4/3-7/2/4+1/8+4-8-6*6+7+6-6-5-5*1+8*5*9*5+2-2
[187번 결과 수신]: 31.180555555555557
[196번 수식 전송]: 6*4-4+4/2/9+7/2*4*7/9/7*7-6-7-10+10/2*8+7/10-2+5*1/6-7*9-1-7-9*1*4*7-2+5/7-4+5-5+4*10/3/7
[188번 결과 수신]: 2.875297619047617
[197번 수식 전송]: 10/6/4+6*4*10+4-8-3+4*1/3/2-6-3-1*4-10-5+2-4/6/7*4*6*7/9-5*9+7-9/6*2/10
[189번 결과 수신]: -5.460317460317461
[198번 수식 전송]: 7*7*1+5*10+5/8/4+10+3-4-1/3/6+9*1*3-9/3-10/8*3+4*7*2/3-1/9-6*4/9*3*2/3-5
[190번 결과 수신]: -133.46428571428572
[199번 수식 전송]: 6+6-1-7-8-5-8+10+2/2*4*5/3-8/4-1*10
[191번 결과 수신]: 9.02380952380952
[200번 수식 전송]: 8+5*7-5/10/9-5+7+3/5/8*7+10-4-3*2-1/5/3-5-3-2-4*6+8*1-3*5-3-4-9-6+8-6/6*5-8+1*10/8
[192번 결과 수신]: -721.0
[201번 수식 전송]: 9/3/6-7-7*9*7/3+1*7-1*8/3*4/10/4+7-3/4+2+10+1-4/1-10*2/7*2/7/5*4+6/10*5+2/8/5-6+5*2/10
[193번 결과 수신]: 13.329761904761899
[202번 수식 전송]: 7-7+10+2/9*10*1-7/1/10/9-1/8*10/2-8+4*8-6+8-8+5*5+2*10-8-6*5*7*6/3*8+6+4*7*3+6
[194번 결과 수신]: 67.14814814814814
[203번 수식 전송]: 8-2+6*6*2*1*10/9+7*1/2/3+9-7*9/2+4-8-10+10-8+1*3*8-4+8*5+6+4/10+7+8+3-10/6/2*10/9/4-7+7
[195번 결과 수신]: 4358.958333333334
[204번 수식 전송]: 4*9+9*8+5-2/10*7/7/3*10/2+6/5-8*5/4*5+5-5/1-1+2-7-8/3*10*5
[196번 결과 수신]: -278.7365079365079
[205번 수식 전송]: 1+1-8/9/9-9*9-5-1*10-4*3+1*9-9/3*9+1-4*7+1*1-7*3-10+4*2/10-6-5/1+6*4*1-9-7/2/4*8+7-1-10
[197번 결과 수신]: 168.00555555555553
[206번 수식 전송]: 9*10-6*10+9-1+2*9+6+9/6/8*8-8+2/2/2+9-2-3-9/1+2/1+4+10*5
[198번 결과 수신]: 136.57291666666666
[207번 수식 전송]: 3*2+4*4/4*6+2*3-5*2*4*6*4+2/1+4+10/9+9+10-9/5*10+8+9/3/5+2+2/9/4/1/5*9/2/6*7*2
[199번 결과 수신]: -12.333333333333332
[208번 수식 전송]: 8*1+9/7*8-2*8/7/6*8/2+3+10/9+5/7*10
[200번 결과 수신]: -21.34722222222223
[209번 수식 전송]: 9/5*4-1-10/1/1+8*3+5/3-2-3+5/5+6+1*1-1/10
[210번 수식 전송]: 3-4/6-6/1/1*3+3/3+6/1+2*6*8+9+9+3-2-5
[201번 결과 수신]: -134.11972789115646
[211번 수식 전송]: 9*7*2*5+4+9/6+5+1+7-8*8-5+4-2+9*9/2+4/10/9/6-9-7*5*1+1*4/8+3+6-2-7/8
[202번 결과 수신]: -3197.4805555555554
[212번 수식 전송]: 1-8-5*1*10+2*3/4+3/5*4*2/7+3-1/3+6/8/4+8/2*7*7/7*5/7+3*6/2*10+6*1-7-9/1-3/3/5
[203번 결과 수신]: 136.83518518518517
[213번 수식 전송]: 7*2*3+6/1-9/1-4*6/6/7*4-8*3*4/8*2/8+9*10+9-2/2/5*9-9-4*5-10/4+4-2*9*9+6-1/6+7+7/5+4*4/9-1/6
[204번 결과 수신]: -75.46666666666664
[205번 결과 수신]: -187.29876543209875
[214번 수식 전송]: 5*8*4/6*4/4-3+6+2/4-4/8-2*5/4+9+4
[206번 결과 수신]: 107.0
[215번 수식 전송]: 6+7/10/2-6*5-3-9*3*8
[216번 수식 전송]: 1+8*8/9-8*4/10*4/7/6/8*7+8*9*6/5+2/8-9-7+6-10+2+7/3+10-1+8-7*5+7+8*10+6+9
[207번 결과 수신]: -905.1722222222222
[217번 수식 전송]: 8+3+8-9/10-6+7/1+6-10+4+7/8-6+6*8-10-4*9-10-6*5+6+10-4+1/4+3*5*3-2+6/1-9-2*4-10*6
[208번 결과 수신]: 28.015873015873012
[218번 수식 전송]: 8*3-3*7+8+3/10+6+8*7+2/2
[209번 결과 수신]: 24.766666666666666
[210번 결과 수신]: 101.33333333333333
[219번 수식 전송]: 1*2/2-9-2+1*4*1/10-5*10/5-9-5/9/6/10/5-5-9/4/4*6+2+6-1/9/1/6+8-5*10+6*3+2/8/8/7-1+2-10-1*1/10*10/7/3+9+5
[211번 결과 수신]: 584.6324074074074
[220번 수식 전송]: 3+7-6/5*4/3-1-10*5/9*3/10-8-7*2-9+5+8-5+3-4/7*2/5*3+6*1*10-1*10/10+1*3*9/4+8+10*10-7-4*5
[212번 결과 수신]: 47.83988095238094
[221번 수식 전송]: 1+3/4-6-9/2+4/7*2-5+8-9*5*6-5/3+4+1+9*6*2+5+8*8/4/1-7/5
[213번 결과 수신]: -42.74126984126984
[222번 수식 전송]: 1/7-7/7-6/7*3*9*10+8+1/7
[214번 결과 수신]: 40.16666666666667
[223번 수식 전송]: 4+9/2/2*3+1/9/6+2+2+10*6+5-9+4+3-9+6+10/4*1/6+6*1*7/4+4/8/8/2-2*5-3+5
[215번 결과 수신]: -242.65
[224번 수식 전송]: 1/3/3+5/6+3-6-6-10-8+8/3-10-9*3-10-8+1-5-10+7/1-5/5+1+4/1-8+9+1*2*5*8+2/3
[216번 결과 수신]: 162.82777777777778
[225번 수식 전송]: 5/4-2/5*6*7*5*7-3+6-7+8*6-3/2/6/2/10*6-2+4+4-3
[217번 결과 수신]: -39.775
[226번 수식 전송]: 7-1*6/4+2-5+1*5-6+5-7*8*1-2/8-3+10+5/5+5*10+6-9
[218번 결과 수신]: 74.3
[227번 수식 전송]: 7*10-2-5-4-2*10*10-3/4*2+7-2/9/2-5*1-9/2+7-2/7/4*1/4-3+1-1*9-6+5/10/9/7/3*2-8*6/8+5-4/4-5*6-6+10+8
[228번 수식 전송]: 10*5+5+1/7/5*4*8+1-10*4+1-1/1*5/10/10/8+4+10-1+5/10/10*5+5+8*2+6+9-1-6+8-4/4-1*6/2*2+8-3*4*7-8-8+7-9+4
[229번 수식 전송]: 8+5/7-8+3+9/8-7-6+1/9/2/10/10*8*10+1-2+4-7*8/6+10/1-10+1*10*6-3-10-5
[219번 결과 수신]: -48.03852513227515
[230번 수식 전송]: 5/5-5-9/7*3-9/4+6+5/7/3*8-6*4*2/8*1/5/4/7-10
[220번 결과 수신]: 131.79761904761904
[231번 수식 전송]: 5-6*4-2+3*9-5-10*1*3/4*9
[232번 수식 전송]: 1*3+6/6*1-5/10-6-1+4*8+9+2*10/9/5*3-7+10/10/10/8*6+5+6/10-3
[233번 수식 전송]: 9+7*4-10-6+7+10*9/5*2-6-8+10+4*8*6*3/5-7/9+7-2/9+2-9/10*10/5*2/8-9*2*8/7/9
[234번 수식 전송]: 2-7/7*10-10+4*6/2+3/8-3+2*3-10*4+8*8-2-4*8/9/5*7/2-9-2*5+9*4/3/7/7+10+6*9/7+6/3
[221번 결과 수신]: -143.67380952380952
[235번 수식 전송]: 4*1+9-1*8-5+3+4+3*4+5-10-6*2/6-10-3*8-6+5/4
[222번 결과 수신]: -224.1428571428571
[236번 수식 전송]: 9-10+6/4/5-6+7/7+4+8-5/1/9*2+7*10/2/6*3/9/3-1-8-10-1-3-4*5-10+8-6+4-6+8+7*7/10*10/4-7-7/10-5*5*4+2*3*8+5-7
[223번 결과 수신]: 77.71643518518519
[237번 수식 전송]: 4-5*8*8*6-5/10*1+1/8+8*2/5/6+2+1*8+10-4/5/7/1-8/3*2/8*10*1-9-7-5/3/3*6*5+3/4-4*7/8+9*7-2
[224번 결과 수신]: 0.2777777777777809
[238번 수식 전송]: 10+3-4-2-2-3*1/9*2-3*9*2*4-8-3/2+4*1*10-3-8*8*3+6*8*4-3/7/5*7*6/4+6*6+5-7-4+1
[225번 결과 수신]: -539.8250000000003
[239번 수식 전송]: 7-5/8+4*2/3-10-6-9*1*8*5+9+8+2*10*1+10*10*8-2-8+7
[226번 결과 수신]: 5.25
[240번 수식 전송]: 6/3-1-2/6*8+10/3/4/8*9-5-1/2/4-9-1*3/9
[227번 결과 수신]: -175.12367724867724
[241번 수식 전송]: 9-4/10+10+5/1*8-8/1+7-10/4/7/7/5-10*8+8/6*2-10+8/2+1-10+3/8-9*6/8-10*9
[228번 결과 수신]: -28.841964285714283
[242번 수식 전송]: 8-4-1*7+4*3/6/4/4+6+9-1-3*9*2+6-1-8/4-10/3*4*8+9/10-10+4+9+3+3*6+2*10*5
[229번 결과 수신]: 27.550396825396824
[230번 결과 수신]: -12.245238095238095
[243번 수식 전송]: 10/9-4*4+6-6+7*4-8*2/4-9/10/4-8*1/3*6-1*9+4+8/7*9/1/4*3-8*1*1*9/8
[231번 결과 수신]: -66.5
[244번 수식 전송]: 3*4*6/1+3*6*5+10*8/2*7*1*5*6
[245번 수식 전송]: 7-2/5+4*9+1/1+2/7-10-2+8-3/10
[232번 결과 수신]: 34.50833333333333
[233번 결과 수신]: 180.46428571428572
[246번 수식 전송]: 1*9+8/4*8+7/9+1*6+1-5*10-7*6/4-3*9*6*6+1/5-2/2-7*7/4+9/8+4-9+3*6*6-6+5/2/6/4/3+4+6-3+5*9/4+7*6*5
[234번 결과 수신]: 17.8452947845805
[247번 수식 전송]: 7*1*2/8-4/1+7/8-8/5*9/8/8*3+3*7+1-3*7-2*9/4+4+3*1/8-8/3*1
[235번 결과 수신]: -26.75
[248번 수식 전송]: 7-2*8/3-5-9+1+8*3*5/9/5*6/4/8*6+7/10-2*1*5/6*1-7/8*3+5*5*5*3+1-10/2*10+3*10*5+8-7-10+7+3*7*2
[236번 결과 수신]: -88.61296296296297
[249번 수식 전송]: 8+7-8*7/5+1+8-10-8*5+2*9-4/3/4-6+2+9-1/10/8*8*7*4+2/8*7*10+3/8*2-9-1+3*5+3*10-10+6+5+1-8*6+10+7-6/5-1+1/9
[237번 결과 수신]: -1877.0392857142858
[250번 수식 전송]: 4*3+10-8-8/2-5-2-8*1*4/6*2*3*6/10/6+7/9
[238번 결과 수신]: -154.06666666666663
[251번 수식 전송]: 1/6+4/6+5/9+3-2/2+8*9-5-1-6/10/1/5-5*5*3+2*4*10/5/1
[239번 결과 수신]: 467.0416666666667
[252번 수식 전송]: 7+10/8/9-10/10/10+7-3-7/4-5/1/5-5-7
[240번 결과 수신]: -15.1875
[253번 수식 전송]: 5/4/8*10/2/9/6*5-2-2-7/7/7/9/2-9/8*7/6+5/7+1+3+8+2-1+4-3-8+5*7*7-7/4-1+2-5-8+9-5/1+8/3*9/5+1+4
[241번 결과 수신]: -131.118537414966
[254번 수식 전송]: 7/9+8-3+9/10*8/5/1/7
[242번 결과 수신]: -21.64166666666668
[255번 수식 전송]: 2+7-6*5-6/9-9-8*2+1/10*8/5+4/8+1/6+3-7-2/8-1*5+4
[243번 결과 수신]: -13.399603174603174
[256번 수식 전송]: 8-3/2/9*4/8-2*7-1+9+7*7/10*10*8+3/8*1-6-1+4-10*5-9-9/4/7/1+4-9/8-9-6/6-4/3*7-1-6-10/5/10+7+5-7/3/7
[244번 결과 수신]: 8562.0
[257번 수식 전송]: 10-2-7-7/2-7/8-5*7*1*10/8+2*4/1+2*1*1*7-3*6+10*7/8
[245번 결과 수신]: 39.58571428571429
[258번 수식 전송]: 4-8+1/6/8-6+4+7-9+10/9*7*8-5/5-5+5+9*2/2*1+7/1+2+10+5/2/7*10+5+8*7+1/2*9+8+4-8*1/4/6+9-7
[246번 결과 수신]: -686.3625
[259번 수식 전송]: 1*6+1-4*6+10+10+1+3*8*3
[247번 결과 수신]: -3.8416666666666672
[260번 수식 전송]: 8/7*2-2/7/7*3+10/3*2*2+3-6*1
[248번 결과 수신]: 504.075
[261번 수식 전송]: 7-10+9-7*8+2*4-1-1-6*2/7+7/10*8*6/4+10+3/8/8/9-6+1/3+9-5-9-4-7*6*2/5-10/10*2/4
[249번 결과 수신]: 4.827777777777775
[262번 수식 전송]: 8/9*5/10/6/6*7-8/2*7+9
[250번 결과 수신]: 0.5777777777777781
[263번 수식 전송]: 6-7-8/3+3+2*10+10*7+5*6-1/9/3-1/7*1/2+2+7*1/6-4*8/10+3+5/8/4-4*3*5+3/4+8/5-9/9*4+3+4+7+7-7+6+10-6-6+4*6
[251번 결과 수신]: 10.268888888888881
[264번 수식 전송]: 1-9+9-9/8-1-9+9/8*3*5-5-3*8+7-2+1+2*10
[252번 결과 수신]: -3.7111111111111104
[265번 수식 전송]: 6/7*5-3+7-8/3*2*10/7*1/2-10+3-7-2-1+1+8+10+4+8*1-4-4/3*2*3/8+5*4/5*10*7*4/4/8
[253번 결과 수신]: 246.5161871693122
[266번 수식 전송]: 8*10/2-4*7/10/3+2*7/3-2*5-4+1*1-10-9*4-6/3-2+3/4+3+4/3/8*10/3*2+9/5*3-4+5-6
[254번 결과 수신]: 5.983492063492064
[267번 수식 전송]: 3-10-6+3-10+3/4+4+4/8*8-8+9+2+4-6/2+2/3/2*10/4*6-8/6
[255번 결과 수신]: -51.09000000000001
[268번 수식 전송]: 1*4-5/10+7+4/3*6+7+3/8+1*7-3-9/3+7/1+4/2-2*2/7*1/10*6-4/8*9+10-2/6-2+3*7+7*9/5*9*10-9/10+4*7
[269번 수식 전송]: 2/1-6-8*2*7*6/1*4-4*7*4/7/8-2-2+9*5*5
[256번 결과 수신]: 319.9785714285715
[270번 수식 전송]: 3*8-5-8*3/4+3+9/6-8+1-6*5*9*9*6+3*7*10*6-10+9*5/9-8*5/8-2-7-9
[257번 결과 수신]: -34.375
[271번 수식 전송]: 1-9*7+8-6-1/10*5-3*9-5/5*8+8
[258번 결과 수신]: 163.9811507936508
[272번 수식 전송]: 6+10/7-2-10*7+3+6-1/9+3/9-5-5+9/9/6-8/4*3-5-10/1+8*10
[259번 결과 수신]: 76
[273번 수식 전송]: 5+8*3+2+8-2/3*1*5+9*7*5*5-7-7*4
[260번 결과 수신]: 12.496598639455783
[274번 수식 전송]: 6-7/4/5/2*1/5/3+10/2/3+5-8*9-2-7-5*1+8-7*8+4-3/2+4*8+8*3+4*5-8*10*7*9*2/10-1*6*4*4-2*7
[261번 결과 수신]: -59.27574404761906
[275번 수식 전송]: 6+7/8+5*6*8*3-8/9*6+9*10-2
[262번 결과 수신]: -18.91358024691358
[276번 수식 전송]: 6+9/9/1*9-8+2/10-2*4-10-6*3-2*10/3-6*7/4-8+4*4*4+7+6*5/8*3*3/5*7*3*9+4/5/10*4*9/3+10*10*9*10+5+2-4/7*9+10+4
[263번 결과 수신]: 102.69778439153438
[277번 수식 전송]: 4/1/10+1-10/7*9-8-5/3/6/8*3+7*10-4-5+10+9/7*8-4-10-4*6*3*10/6/3*5*10+10-8*1/10/5
[264번 결과 수신]: 3.75
[278번 수식 전송]: 2-7*4-7-4*1*3-7-3*7-5+1/7+4+1/10/4*6*8-9-6*9-9+1*7*2*9-10+5+10+2-7*6+9*2
[265번 결과 수신]: 48.476190476190474
[279번 수식 전송]: 8*3/5*10*7-6+5-2*2*5/1/7-10*1*2/4*1+7-6-8*3-4/6/9*7-5/7-4+8*7*9
[266번 결과 수신]: -14.005555555555555
[280번 수식 전송]: 1-1/4-6*10-9+5+7+8/2/3/5*8/3/5-10/5/7/1*6*5+5/10+3*10*1-6/6+4-1/4+2*2*1*7/4+4+8+6*10+1
[267번 결과 수신]: -3.583333333333333
[268번 결과 수신]: 1220.7988095238095
[281번 수식 전송]: 6/7*9*4/7+5*9*9+4+7/1+8*5/10/1/8+2*5/8/7+6/10-2+9/6*3+5-6*4*6-5/8/3*2-3
[282번 수식 전송]: 1+7+4+3/6-10-6/8-6+8*7+9-2-2-6+5*5/8-2-5/7-5/8-5*2*2-3/8+1+10-1-9/1*5-2-8-1-3+5-1*1+9*2
[269번 결과 수신]: -2473.0
[283번 수식 전송]: 4*8*2-6/7/6*2-6+1/1+4-10+9+1+5*1*2+6*9*10-8/6/7+7/8*2-1+5*2-6-1-3+6/10*2/8+2+9/6
[270번 결과 수신]: -13337.5
[284번 수식 전송]: 3-5*5/10/10*10+8+8/10+10+2-7+4+4+8+4/1/7*5-10*9-7+8*5
[271번 결과 수신]: -87.5
[272번 결과 수신]: -6.182539682539684
[285번 수식 전송]: 4*4/4/1+2/1/5+6*8+4+8*9*2-5-6/6*7*8+8-3+9/3+2-10/6+10-1-1*7*8*5+5+8*2-9*8*3/6*10+6/9*1+9/5*5/6
[273번 결과 수신]: 1575.6666666666667
[286번 수식 전송]: 5*8+4+6/6+1+2/5-3+4*7/9/8+1
[274번 결과 수신]: -1160.845
[287번 수식 전송]: 5-1/8*9-4*5-1/9-2/3/7-2-5-1*7-10/3*3/5-5+5-4-7-10-1-5+1*6+9+4*5
[275번 결과 수신]: 809.5416666666666
[288번 수식 전송]: 9/1+4+3-4*7*7*7*3*5-8/1*1/4-6/2-10*3*10*1+6-7+3/7*10*1/8-7+7/9-10+7/6+5+8/2+2-1-10-9-8-4+1+7+1
[276번 결과 수신]: 10309.600476190477
[289번 수식 전송]: 9-1*5/9*8/3/3+5/5/10+6+10*5*6/7
[277번 결과 수신]: -1942.4355952380954
[290번 수식 전송]: 3-8*1-5+4*4/8*2+9+3*2/2+4/2*9*10-4-4+6*4-8-2*4*10-9-3/8+5+1-5*5-1-9*8-8+6/7/2*5*4/5/4-6+7/2-8*9
[278번 결과 수신]: -35.657142857142844
[291번 수식 전송]: 2-6+8-6/10/8-3-7/2+4*8*4*9*5+1-8/10+6*2*7/8/5+9-8*8-9*2*8*5-4-5+4/8
[279번 결과 수신]: 802.9100529100529
[292번 수식 전송]: 6/10-4*4-9+1/4-6/1-9-1*4-3/3*10-5*8-1*2/4+4+4/8-2/10+8+5/4-8*10/7-4/8/4*8/9+10/5+9+5-8+8*10-3-4-5*8+3
[280번 결과 수신]: 48.57079365079365
[293번 수식 전송]: 1*10/5*4-9+6*1+5+8*10/1-1-5*6*7/5-4+8/10-7*7*2-3/4-7+2/4/9-3+7-5*1+1-7+7-10-10-1+4+9-5
[281번 결과 수신]: 281.7700680272109
[294번 수식 전송]: 7/8/1+1-7-8*9+5-9*2*7-8-6*3-8/7/6*3*1*7*1*9/10/10/4/3/9-8-1/6/6-5*4*10
[282번 결과 수신]: 3.1607142857142847
[295번 수식 전송]: 7+2+10-1-5+2*9*5+10+7+9/1+4
[283번 결과 수신]: 616.9238095238096
[296번 수식 전송]: 7-9*3/9-2+1/7/1-3+4/1-8-7+2*8-1/2+1/2/7-10-7*1/10*1+7+10+7-6*3/10+1/6+5*5-3*6*8/6-2
[284번 결과 수신]: -23.84285714285714
[297번 수식 전송]: 6/4/1-1*3-8+4*8*2+7+10+3-5-10*10/2+1-5/5*8+4-6/5+6/2*6/9+1*8-10+6+8/1-2+2-5+4/2/9+7-2/6/10-7-3-10/2*2*6+4
[285번 결과 수신]: -460.09999999999997
[298번 수식 전송]: 8-10+8/3/9-6-9+9/10/10*1*6+7
[286번 결과 수신]: 44.788888888888884
[299번 수식 전송]: 1*3-8/8*10*4+5/4/6+3/1/1*9/8-10/5+9-4*1/9+5-7/10*5/8/8/6*6+1*1-8-2-4+2/9/10
[287번 결과 수신]: -24.331349206349202
[300번 수식 전송]: 10/10+1+9-3/1+2+9+10-9+10/5+9+7/7-7/4+10/10*4*2/6-3-9*7+10/5-8-6
[288번 결과 수신]: -20896.51984126984
[301번 수식 전송]: 4-1-4+4+6+10+5+5+2*9*1*2/7/7+3+6-3*6/1+7*7-8*2-2/2/10-9/4*1*8+7+1-1+9*10
[289번 결과 수신]: 57.463315696649026
[302번 수식 전송]: 1*3+10*4-3/8*7-9-5/1+7*2/8-1-4/5-8-1/6+10*6+7-6
[290번 결과 수신]: -69.44642857142857
[303번 수식 전송]: 4-8/9-8+7*9/5-4/5-10+2/3-9-6*6+7*3+2-2+9-2*3/6+6+4/2-2/9*4/10*10+4-2+3+4-1/7-10-5+1/1/6+5*8*1*9
[291번 결과 수신]: 4976.225
[304번 수식 전송]: 2*8/2+1+10/10/8/8-3/3*3*7+2-4+2-8-2-10
[292번 결과 수신]: -47.63968253968255
[305번 수식 전송]: 2+9-4/1-10-7/2+10/6-2/5-8+10-4*9+6+4+6*10*9*6/9*2*1-10
[293번 결과 수신]: -74.89444444444445
[306번 수식 전송]: 9*1+4*2+3+9/1*1*3+8*6-10+7*4*8/2
[294번 결과 수신]: -432.1561111111111
[307번 수식 전송]: 10*2-1/7+6-5*8*9-10/10-8-6-2+5/5-1+4-7
[295번 결과 수신]: 133.0
