[로그 시작] 클라이언트 2 로그 파일
[파일 선택] c:\Users\USER\OneDrive\바탕 화면\G1HW3\taein/Expression2.txt
[346번 결과 수신]: -79.0031746031746
[357번 수식 전송]: 6+4*5/2/4/10+6+3*7/1
[347번 결과 수신]: 377.03253968253966
[358번 수식 전송]: 1/4/8-5/9+7+10+10*5*3*1+10/6+7*1-3-9*9-4/4-7*2-1-8+5-10/10-10/3/9*7+3/5*1-6/10-10+3+1+4+2
[348번 결과 수신]: 350.9163888888889
[359번 수식 전송]: 9+8+9-8-8/9-8+4/1-3-4/9+4+8-8-1-4/1-8+2-7*9/7-4*8*3-8-8+9/5*4/7-4*2
[349번 결과 수신]: -107.75
[360번 수식 전송]: 7/4+1-2/3+9/2/7-2+2-4-3+6-5+8*5+5-5-7/2/8/3*3*4-9*8+10/2*1*9-9
[350번 결과 수신]: 432.1388888888889
[361번 수식 전송]: 10-2-10*8+5-6/8-8+7/4-1-1
[351번 결과 수신]: 55.98888888888888
[362번 수식 전송]: 10+8*3/6+5/4/6*6+5-1/4/7*3+4*3
[352번 결과 수신]: -43.74285714285714
[363번 수식 전송]: 3+8/4/5/3-5*3+4+7-6+6/7*5/4/9-9*6/5/2/10*8/4-1+9+4/9-5/4/1-9/6/6/2+9
[353번 결과 수신]: -438.95
[364번 수식 전송]: 5/9*7+9-4*6*6*2*1+3+3-4*2-10-1+7-1/9-5
[354번 결과 수신]: 13.960317460317459
[365번 수식 전송]: 5+5-1/4*1*9/10*2+5-2/6+7-8*2-9/8/3-4-5*2/9/9-7/4-3+8*4/8*8*9/2-10*4/2+8+8/1*2/1*8/4+10*3+7/6*7-3+7+9-8
[355번 결과 수신]: 110.95714285714287
[366번 수식 전송]: 2-2*2/6-1+4+8/9-8/4+4-4+5*7/6+2+3/6+7-10-2/2/9*3*3*7*6-9+7
[356번 결과 수신]: -28.48095238095238
[367번 수식 전송]: 1+8/6-9-7*2-5+2-6/8+8-10*1/7-10-10
[357번 결과 수신]: 33.25
[368번 수식 전송]: 10+9-3/7*9+8*1*3-9-4*8-4*4*10-8-7/9+6/8/6+10*1*4/3/5*7/2+2/9-3/5+2/1*7*2-3/5/8+5
[358번 결과 수신]: 68.54976851851852
[369번 수식 전송]: 8*5-6-5+10/10+2-9/4-10*9-2-9-1-4*10-2*10*7*4-2-1/1/1+1/8/10-2+2/1/6-9-6+3/3-2+2-4
[359번 결과 수신]: -125.30476190476192
[370번 수식 전송]: 9/2*10*8/5+10-7-10-10-2+5-6+1*8-7-2*2+7+8/8-5*7+5+2-5/9-1/8-9*8-9/10-2*4/5-3*9-5-10*1+7*4-1*5*3*6-7*9*9
[360번 결과 수신]: -1.0238095238095255
[371번 수식 전송]: 8+3+2/4*3-10-2*7*5-7/5-3-7-8-1-6/2+10+10
[361번 결과 수신]: -76.0
[372번 수식 전송]: 3-1/8-1-3+8+10+8*1+4/7+5-6/6/4*3*8/8*7-6*1+10-10*6+2/7+6*2+2+8+8-5*5-7/4+9+9/10-4-5-5/9*9*3-10*1+5+6+10-6
[362번 결과 수신]: 32.14285714285714
[373번 수식 전송]: 4/9+5+7+1*1-4-6/1+8-3*4-2/6+6+5*8+3*4-1*6-9-3
[363번 결과 수신]: 8.241825396825396
[374번 수식 전송]: 5/1-3*9*1+8*1-9*3*5+5/5+1+5-7*3+4
[364번 결과 수신]: -286.2222222222222
[375번 수식 전송]: 10*9+8*2+5-7+2-2/3-10+10/1+7+8/4*6/8-1/1*6-3+4*3+2/8+9/10
[365번 결과 수신]: 203.13487654320986
[376번 수식 전송]: 7+4+7/2+5-10/3+4-8/6-1-1/6+5-6-2/10/4-6+1-1-9*1/9-7+3*10+9-10/8*3/5+2+1
[366번 결과 수신]: -35.44444444444444
[377번 수식 전송]: 7*4*7*8/7-4+8+1/1-4*3/2-7*1*5*10*5-7+9-7+6/9*5-3-10-2+8*2*2/8+7+2-7+1-6-8+6-10-6
[367번 결과 수신]: -37.845238095238095
[378번 수식 전송]: 2-9/9-9*6+1-8-10-8+6*9*10-5/9+10+8-2*8-3+10-2-2/1*6/6*4+6+8+9-9-4+2/8/8-8*8+2/7+3+9-8-1-1+5+1-1/3/3-1*3
[368번 결과 수신]: -128.62936507936504
[379번 수식 전송]: 1/2*8/5-3/9+10+6-4+1+2-5*3*6
[369번 결과 수신]: -694.9041666666666
[380번 수식 전송]: 4*8/10+4*6-6+4*8+3+4*3/3+2/4*7
[370번 결과 수신]: -717.1805555555555
[381번 수식 전송]: 2+7*5+8+2+7-3/1*9+7/10+10+10/7/1
[371번 결과 수신]: -70.9
[382번 수식 전송]: 6*5-7+7*1-9+6-1+10-7/5-6*10*6-4/3*9-2*5-6*2-2*6+2*4*8/8-8*10/4-7-1/3*1-3/5-3/4*10-8*8+3/2-2*6*9*6*10+2+5
[372번 결과 수신]: -36.36785714285715
[383번 수식 전송]: 10/8-5+2*8+6/1-9-5+8/7/3-7*3
[373번 결과 수신]: 39.111111111111114
[384번 수식 전송]: 8+9-10-5+3*4*10+3/3+8/8/10+2/6-5-6*1-5-9*2+9/2*9
[374번 결과 수신]: -159.0
[385번 수식 전송]: 2/9-9+3+4*4/10*8*2*5/10/7/9*1-8/7+9+5+8/5/2+7+10*10*5*4/5-4+4-10+8-2-5*4-3-9+3/2-10+5+1*2+5-10/7/7-1-8-7/4
[375번 결과 수신]: 117.98333333333333
[386번 수식 전송]: 4/2-2*5*3-1/8-4*5*7-1/5-4/2/10*9+2*4-9-6-8+5*1-8+2*5+7/8/4*10+4
[376번 결과 수신]: 43.86666666666667
[387번 수식 전송]: 2*6+10-3+9/2-4/10/6-8-4+1+1+2+2-3*1+1+10+3-8/4*2+9/8-3*9-9-7-5+10-5+10-10-3/2+10*8*1+10+3*1/5
[377번 결과 수신]: -1560.6666666666667
[388번 수식 전송]: 9*4/7-7*8/4*8+10-4*5*1-1/1/2/5-1-2+5-9+6-7/10*5+6/5-6+5+7
[378번 결과 수신]: 411.65029761904765
[389번 수식 전송]: 10*3+5*8*8+1*9*1+7*6+5/5*1*9*8/5-4+2/1+8-8*5*7-7-3*8-6/10*3/1-5/3+4-1-10+8+4-1+2/7*6-5/7/6
[379번 결과 수신]: -74.53333333333333
[390번 수식 전송]: 2*5+4+1*2-8/6/9+6+3+1-4-3*7-3+5/7/3*4*7*9*4
[380번 결과 수신]: 63.7
[391번 수식 전송]: 2/6+4*9-10-5-3/3+2/4/6/4*6-4+4-8+7/9*4-7/6*4/9/6/7-1/4/1
[381번 결과 수신]: 39.12857142857143
[392번 수식 전송]: 5-5*9/4*7*3/9*10*1+4*7
[382번 결과 수신]: -6934.333333333333
[393번 수식 전송]: 8+9+7/5*8*6-5/6-9/4-3*5/9*9*6+3-3-3-6-4-9/8
[383번 결과 수신]: -16.36904761904762
[394번 수식 전송]: 2*1-7*4+2/10+8*2-1/3/9*8-3/8/6+3/2*9+6+3/8-8*1*6/7/3/10+9*5/3*7*4*4/6-7/4*2*1*9*1*4+8+1*2-3
[384번 결과 수신]: 129.93333333333334
[395번 수식 전송]: 6-5-3/6/9-2*1+2/9+6/3/4-4*10/7*3+2*6/6*1+1-6*2-2-9*5/5+10+4-4+4-5*5+1*10*10-7/6/10*3-5/1/10-7*8-4*5/7+10
[385번 결과 수신]: 371.6284580498866
[396번 수식 전송]: 2/5-2/6*3*7-4/2/10/7*4/2-9/7*1+9*8+5/1+8*9/10+2-3-1/8
[386번 결과 수신]: -171.9375
[397번 수식 전송]: 8+9+2-4-6*1-4-1*7+4/6-7/1*3*7*9/4-5+2/3-3*4-2/2-2/10-2*7/8+7-10+5/8*3
[387번 결과 수신]: 71.65833333333333
[398번 수식 전송]: 5+9*6-6/4/4-9+8+7/9+3-6+5-2-3+3/8/10*10/4-10+1*7/8+5-7+2*5-8/4-8/4/2/4/4-9+7+8/3*6+2+4*5*6
[388번 결과 수신]: -114.25714285714285
[399번 수식 전송]: 2*6-1/5*6-4-7/9-5*4*7-9
[389번 결과 수신]: 112.5285714285714
[400번 수식 전송]: 3*3*5+4/7/6/8-7/8-6+8+3*1+1/4/1-6*6+7-6/4
[390번 결과 수신]: 237.85185185185185
[401번 수식 전송]: 8*8*3*1/4-2/10*1/9/10/7/9+8/10-9*1-9/7/3-7+3-10+4/1/8/1-9+4*3+7*6/2+7-2+9*2/9+2-3-5/7*5*1-8
[391번 결과 수신]: 15.307098765432102
[402번 수식 전송]: 9*3/10*10+1-8*4*4*4+5+10*1/5/4+10+8+4*7-6-7+7/4
[392번 결과 수신]: -229.5
[403번 수식 전송]: 2/1/8/6+2*6*5*2+7-2/2*4*9/4*4/2+5/6+7+4+6*2-3*1
[393번 결과 수신]: -23.00833333333334
[404번 수식 전송]: 10+7/6+6+4-10+8/2-6-6*3-10*5*1/6*10+2*6*10/9/10*2+3-7-2+5+10-1-6-7*2
[394번 결과 수신]: 170.48763227513228
[405번 수식 전송]: 5-1/10/2+3+8+10-1-5/9/7+7
[395번 결과 수신]: 1.8166666666666664
[406번 수식 전송]: 2+8-5-4*2*7/4*8/4*10*8+5*9+2-10*1*6+5-7*6+4*5
[396번 결과 수신]: 75.13214285714287
[407번 수식 전송]: 2*10+3-5-3+1*2*2/3-9-1+8-9*5*9/8-4*7/3/6*10*7/10/5-8/1/7*3*8-9
[397번 결과 수신]: -352.4916666666666
[408번 수식 전송]: 2-10+5-9-3+4/5/3*9/10*9
[398번 결과 수신]: 188.30902777777777
[409번 수식 전송]: 7-3*6+4/9/6+3-10+8/3-5+8*7-10*8*1/6-4/2-3-9-1-3*3-4*1*8*10-3*4+9+3*10-7-6-4+9
[399번 결과 수신]: -142.9777777777778
[410번 수식 전송]: 3/8/7*10-2/5/3*7*3-10+4/6-5/5*7+7+6*9*2/8-6/8*10-2*1-8-6-9*3
[400번 결과 수신]: 18.88690476190476
[411번 수식 전송]: 1*9*8-6/10+1/3/7/1+8*3*8/3+9*8/2-7+1/1/8-4/10-4+4*2+5+7*6/7/3*9-8*10-5-4
[401번 결과 수신]: 44.29996472663139
[412번 수식 전송]: 9+2+5/1/9/6-1-5*7+3-4/3*2-7/3/7-8*7/4*2/4+6+6/5+4/8-8*4*1-3*1*4+10-4/2
[402번 결과 수신]: -443.75
[413번 수식 전송]: 4*2+3*2/3/10+1/2-9*4/5
[403번 결과 수신]: 129.875
[414번 수식 전송]: 2*2+4*5+10/6+10*2+4+5/5-1*6*5+2*7*10-4*3*3+5-8/10-2*6+7+7/10*1*5+7+4/1-1+2-10*3-1+2*3*10-9-1
[404번 결과 수신]: -101.50000000000001
[415번 수식 전송]: 5*10*7/6+10-3/9-7+1-4+5-8-8-4/10-1/3*2+3-7
[405번 결과 수신]: 31.87063492063492
[416번 수식 전송]: 4+9+6-1-6*2/3*9*9-10/7/7*2+8-7*3/4-6-8/3-6-4-6/3-5/9*6
[406번 결과 수신]: -2265.0
[417번 수식 전송]: 9-3*2+6+5-7-1*10+9*9+7+6-5*8/7/2/3-6*5+9*6/5-5/9/10/5/9+2/7/5+4+5*9-5-2/3-6+1-10/4
[407번 결과 수신]: -74.89801587301588
[418번 수식 전송]: 5+5*10-6/7+8-5-7-5/8+5/7-9+8+10*1/6/5+2+1
[408번 결과 수신]: -12.84
[419번 수식 전송]: 5+6/9-5/9*3+4+8-3+5-9*1*3*2-3-3/2*10+6-3-7*6+9*4*8+6
[409번 결과 수신]: -302.5925925925926
[420번 수식 전송]: 10*7-1*2/1*3/9*8*2+2*2/10+4-7-9-4+5*5-9-10/7
[410번 결과 수신]: -48.59761904761905
[421번 수식 전송]: 9+10*2+7/10+8*6-9*7+10/6+2+2-4*4*5*2
[411번 결과 수신]: 102.17261904761907
[422번 수식 전송]: 2-3-4-2/1-2+6-9+1-2+3/5/7/10+2+3-6*10*3+9+1*6-7+3/2+10/3-7-10+1+8/2
[412번 결과 수신]: -60.2074074074074
[413번 결과 수신]: 1.4999999999999991
[423번 수식 전송]: 1/7-4/8+10-3-4/1-2/10*6/10*7*9/7/5+4/1*1
[424번 수식 전송]: 5*7-1/5*1+7-10-1/4-5+8-7+2*4*9/2*1/5-9/10*8+4+4/9+7-9*9-2-4-1+10/5+10-3-3*7/7+5/4/6/7+6*8+10-6+9+7
[414번 결과 수신]: 158.36666666666667
[415번 결과 수신]: 41.93333333333335
[425번 수식 전송]: 1-7-8+3+1*6*7-10*3/9*2-5-3-5+1/7*8/9*1*7*1-8-6-5-2
[416번 결과 수신]: -327.65816326530614
[426번 수식 전송]: 1+4*8*6+3/1*1+3/5*3/4*8*4/9/10+7+1*6*5+8+7/3+7/4+2+9*5+7-10+8
[417번 결과 수신]: 106.736860670194
[427번 수식 전송]: 9-4+4/6+8-10+6+6-1-1*4+9-2/7+7+5+4-2+3-8+10-6/1/6-9+2+6*9+2+10/3+9-7/3+1+1
[418번 결과 수신]: 52.5654761904762
[428번 수식 전송]: 10-5+4/10*5+2/10+9+2-4-10/6*7*10-8-1*10/10/10+10-4/4*2+10-4/8+5*3*2-7/10*10*6+6+1/10-9-5+7
[419번 결과 수신]: 201.0
[429번 수식 전송]: 3+10*2/10*7/7/1*1-10/1-8/8/7*1*1+10/2+8+2*9-1*7*6/7+8-10-3*4/1-7/10-2-8/1-6-3*6/5-1/7/10/9
[420번 결과 수신]: 58.304761904761904
[430번 수식 전송]: 10/6-7*4-7*4-10+8-1-4-8-4-2/5*3/10-8*5*7
[421번 결과 수신]: -139.63333333333333
[431번 수식 전송]: 3+2-8+3+5*3*1-6+4/7/8/10/1*4-3/6*10*9*8*6-7+6-2+7*5
[422번 결과 수신]: -187.15809523809523
[432번 수식 전송]: 5/5-7*3/8+7*6/2/6*1*9*10*5/9-5-3/8+5+9*3*8-5/6/9-9-3/2-7+8/7*9/5*8+5+6-9-7*4/9-9-4*1*7
[423번 결과 수신]: 6.426857142857142
[433번 수식 전송]: 7/8+2+9+10-9-5-1-10+3/7/10/2/5/5-1*7-10*2-4+1*2/1+5/6*8*9-1-3/6/3*8+4/5+8*2*4+8/4+8-10-10*5/5/6/8+7
[424번 결과 수신]: 25.024206349206345
[434번 수식 전송]: 3*3-8-7/3-10*9/9*4+9*9/2+4-4*4*4+2+8/8+8-4/8/5*7-7+8*8/1*5
[425번 결과 수신]: -8.777777777777779
[435번 수식 전송]: 5+1-1*4/8*7+9+2-7*8-7/8-10-10/6-6-2/1+4+3/10
[426번 결과 수신]: 297.24333333333334
[436번 수식 전송]: 3/7*5+4/9-8+2+6+10-4-8-8*5/1+5+4*10-6+10*1*6+7/5+7-4
[427번 결과 수신]: 98.38095238095238
[437번 수식 전송]: 1-5+2-6-6*9-10+4-2*3*10/5*6-2*9/4/1*4/4+6/3+8-10+1/4*6/9*9+8/3*1-9/1+7-5/8+4+9*3+2*2*2+7/7
[428번 결과 수신]: -105.96666666666668
[438번 수식 전송]: 9+4/10-8-5-3/2/1-7/10+2/8/10-5*4-7
[429번 결과 수신]: -14.444444444444443
[439번 수식 전송]: 7-4*4+7+3+9-5/6/6+4/5/10-8+5-3*4*4-1/9+3/4-2*7/2-8+10-7-4
[430번 결과 수신]: -353.4533333333333
[440번 수식 전송]: 7+2+5/7-3/4/4/5/8+4*3/4/2-3-3*8+5*10*6/10*9/4-8*7*2/7/9-8+3-3-3/8/6+10/8*3+1*6/9-4-7-8-4+3+10-1+6+8
[431번 결과 수신]: -2118.9714285714285
[441번 수식 전송]: 8+2/9-4/10/3+6+4*4-2+3/9-4*7-2-3-1*7+8/8-6*3-6+5+9/6*5*8
[432번 결과 수신]: 349.75343915343916
[442번 수식 전송]: 4*2/1-7/7/4*6+6-7-10/10-10*7+1+3
[433번 결과 수신]: 97.13419047619048
[443번 수식 전송]: 3/6*9*9*2-5/9*10-10+10*3/2/4+9
[434번 결과 수신]: 262.46666666666664
[444번 수식 전송]: 3/3-6-7/8-2/7/5*4+9
[435번 결과 수신]: -58.74166666666667
[445번 수식 전송]: 9-3-10-1-3+10*7*10+5/8+2*5/9-1/3*9
[436번 결과 수신]: 63.98730158730159
[446번 수식 전송]: 1*3-6+10-6/10-1+5-3+5/6+5+7-1+10+5/4/9/3/3-6*6
[437번 결과 수신]: -102.95833333333334
[447번 수식 전송]: 9-2/6-4*3-5-3+4+8*10+10-8-9*9/3+9+8/10*3/2+6*7+3-9-3+3*4+8+2-10-2+4-6/9*6+7+9/4*10-6+8*1*10/2-5*6/5
[448번 수식 전송]: 9*7/10-9+10+9/7-8-1-9+9-2+2+9+3/2-2*1*3+2/3/6*5/8+4+1-9*10+10*2/4-3-3+8
[438번 결과 수신]: -32.775
[449번 수식 전송]: 5*3+8*9/7+3-1+8+5*9-6
[439번 결과 수신]: -56.42
[450번 수식 전송]: 7/1*2/3-3*7/6+6*7-4/2*8-7/2/6/1*2*2+5-5-3/5+4*8-10/2-3*4/6-8/5*1*2/1+3/5/5+1/6/8+8/9*2*1/6/5
[440번 결과 수신]: 49.2859871031746
[451번 수식 전송]: 2/4-5*3+2/9-10/2-7/9+3-2-2*8-1+9-5*5-10+4-5+10-8+7*3-5*2-9/9-3-2-5-5/5*7-8+7*4-5+6+7/7+8-2/9-7+10/10
[441번 결과 수신]: 30.422222222222217
[452번 수식 전송]: 6/9*4/5/3-3+10*7*6/4*5+2+5-4*1/3+4*4*7-5-5/1-3/6*7+6+4*3+2*8/5/8-4-5/8/10-7*8/2-8-9-8+7-7-6*6*8*10
[442번 결과 수신]: -61.5
[453번 수식 전송]: 4/2-3+10+7+6*3-1/5/5/2/9*9*8*3/8/5*3+4*5/8*5/2+3+6-7-1/2/1+7*4*6*5
[443번 결과 수신]: 78.19444444444444
[454번 수식 전송]: 9-1*2-1-2-5*9*5/7-4-8+6+3-10*2-8*10-8/8/2-10-7+4/5+6+4+5+7+6-5/10-9/5*8+6/8+6+3*1*7+6-6+6*6*6/9
[444번 결과 수신]: 2.8964285714285714
[455번 수식 전송]: 10-5*1/3/6+8*1-2*4*5*8/2/9+5+7+7-3
[445번 결과 수신]: 690.7361111111111
[456번 수식 전송]: 3*7+1-1-5+1/7+4*7*8*9-8-3*6*6+8/2/6-2-8-8+9/1+5-6*9/9-3/7*7/3*2+4/4+5-9*2-3-5+2*6*5/10+7/4+7-7/7/10*3
[446번 결과 수신]: -6.751234567901232
[457번 수식 전송]: 8-2-9/1*4-5*4+1+3*8/2/10-2+1-2-6/2/4+8/8+4-9-1/2*4*8/9
[447번 결과 수신]: 158.36666666666667
[458번 수식 전송]: 7/10/4+3*3+2+10-4*3*3+10-8*4+3+1/5*9-2-5/4-9/7-6-7+7/6+6+3+10+9+8
[448번 결과 수신]: -73.84484126984127
[459번 수식 전송]: 5+9-10*1+7-1+10/5-6/6*1+9-10*8+8/10+5/1/4/4/9-3-9/8+3*5
[449번 결과 수신]: 74.28571428571428
[460번 수식 전송]: 7/2/8/6*5/4*1*3-4+3*1/7-7+9/6*9
[450번 결과 수신]: 46.23342592592592
[461번 수식 전송]: 1-4-1/6-5/9-2+3+8+2+9*9*5*4/2/3/4/2+6/2
[451번 결과 수신]: -44.27777777777778
[462번 수식 전송]: 7+3-2-4-4*9/5-9/7/6/6+5*1+3+3*10+5/9+5-8-4/9*1+8-9+4/1*3*9*7+9/3-1-2*7*7+2*2-6-2*2*5
[452번 결과 수신]: -2292.3180555555555
[463번 수식 전송]: 2+1+6/6/7/6*5+3+6/10*10/7*5*9*2/5/1-2
[453번 결과 수신]: 881.7139999999999
[464번 수식 전송]: 2+8/3*6/2/5/3*8-9/10*1/7-2*7/4/3-2+2/5/9-6-3+4+3/1-5/9+1-7-8
[454번 결과 수신]: -82.99285714285713
[465번 수식 전송]: 5+4-8*5/8+4+4/3/4*3*3-9/9+1+8*8+3+9*1
[455번 결과 수신]: 15.944444444444443
[466번 수식 전송]: 10+3-2+7-4/6*8/4/7/4/6+6/5*10+4*9+9-2+8/5/6*1*5-1/9/7-4/2+6-2*5+3/4/9/10/6/4*7
[456번 결과 수신]: 1899.259523809524
[467번 수식 전송]: 5-2/2/7*8/3*3-2-4*1+3/6*1-1/5-4-8-1-10*7-6/1*2-6-4/7-2/2/1+10
[457번 결과 수신]: -57.327777777777776
[468번 수식 전송]: 7+9/5/6+9-8+6-5-3/10*9/10*2*10/6+9/2+4-3*7/4/1+5-5*4*5*4*7*2+7-6*9-6-9*3*10+8+3+8*10
[458번 결과 수신]: -12.394047619047626
[469번 수식 전송]: 4/6-4-4/4+2+1-10+4/2/10-7-6*6/8+8+4+3-6/2*4+6*9/5-2+8*4/4-3/4/4/1/6/1+10/6-8/9*4-10+8+10
[459번 결과 수신]: -48.29027777777778
[470번 수식 전송]: 9*10+4/7-1/3*7+2*7*5+8/6-7/6+6/7-10*10+6+2
[460번 결과 수신]: 3.202008928571429
[471번 수식 전송]: 4-10-7/6*7+9*2-5*9+8*5/4/9*9+9-6*3*7/3-3/7
[461번 결과 수신]: 44.02777777777778
[472번 수식 전송]: 8/2/3*4*5-4*1-7-4/7+3+10+1*5/6/2/2+6/4-3-4+6*6/8-2/5-7*7/1-2-8*4*9*7*2*7+2/3*10+2
[462번 결과 수신]: 668.8753968253968
[473번 수식 전송]: 10-4+3+2-10+6+9/4*8+2
[463번 결과 수신]: 19.547619047619044
[474번 수식 전송]: 4+1/7/10*3+10-2-9-4-5+9+9*10
[464번 결과 수신]: -13.539682539682541
[475번 수식 전송]: 8+6*2-8+3+1-3+5*10/1+8+4-4+9+8-9*6/2-10-8-8*4+2+1
[465번 결과 수신]: 87.0
[476번 수식 전송]: 2-4*8-4*6/1*6-4+4-8+8+3-3+2*7-10+8-6/9-7*9
[466번 결과 수신]: 68.31195436507936
[477번 수식 전송]: 1/6*2-10+1/10-3-4-9/9/3+5*8*10-9*9*8*10-6-6*6*10/4+3/1/10+10*3/7+7*7+2*7+7/9/6-9/5+4-10-5*7+1-3/5/7+9-7
[467번 결과 수신]: -94.41428571428571
[478번 수식 전송]: 6/4/7-2*5*2-4/1/5-10/10/5/9+8/4*6*2+6-8-1*8/2/8-3/2/10/3+10-9+6+5+5*5*4/9-7*4+2-4/5-3+10-8/2+2
[468번 결과 수신]: -5815.35
[479번 수식 전송]: 6*1/9+4-7-7*2/9*8-1*3*2-7*10
[469번 결과 수신]: 3.2465277777777786
[480번 수식 전송]: 4+1*4+10/5-3-5+3/5-3*8-10-5+2-5-6*8+3-10*8-1+10-4-9+4+4+2-4/4-1+2+4+4/6+7+6
[470번 결과 수신]: 67.26190476190479
[481번 수식 전송]: 7/4/1-2/10-9/7-10/8*8*8*9-1+3*4+6*4*9*2+9*6-9*4
[471번 결과 수신]: -64.5952380952381
[482번 수식 전송]: 4*5/1+1*3+8/3/8/4-7/1+7/7+6+2-9/6*3/2*9+4+1/5/5+3-7*7-5-6/5*7+7
[472번 결과 수신]: -28239.42976190476
[483번 수식 전송]: 4*4-7+6*7+7/7-8-8/8/6*4-10/3-3-9/4*10/5/2/3/4/9/3
[473번 결과 수신]: 27.0
[484번 수식 전송]: 1+10*8+2*3/7-8-1/4-10*2+10-4/4+1+7/9*7/8+4-8*2-10/1-10+3/10/3+10/1+7/7
[474번 결과 수신]: 93.04285714285714
[485번 수식 전송]: 5-2*8/4*6-6+4-3*8*10-7*1-7/3-5-6*8/9+5*6-4-3/4/2+3-3/8-9-3+10+4*6+9+5/2+2/3-3*8/6
[475번 결과 수신]: 14.0
[486번 수식 전송]: 10/1/9-1+8+7*7/1/2+1*7-8*9/5*4+3/2*9/1-6-5-7/6*1+6
[476번 결과 수신]: -225.66666666666666
[487번 수식 전송]: 6+10-10+2+7-4*5-8-8+1/1-7+9-4-8
[477번 결과 수신]: -6165.070370370369
[478번 결과 수신]: 2.1531746031746026
[488번 수식 전송]: 6*3*10-5+4-10*9-9/8+1
[489번 수식 전송]: 7-6/5+6+4-10/4-8*10*6/2/3-3/10+4
[479번 결과 수신]: -90.77777777777777
[490번 수식 전송]: 1*4/8-2-5*3-4/7+1+1/3-5-7+7*2/3
[480번 결과 수신]: -140.73333333333335
[481번 결과 수신]: -258.73571428571427
[491번 수식 전송]: 6*10/4/7+4*8-1+10+6-6/9*8+8+3+10/1+1+1*6-4-10/7*5+10/5+7*10
[492번 수식 전송]: 8-4/5/6+8+10+7/7-8*5+5-7/2/3+4*8*5/9+8-9
[482번 결과 수신]: -43.526666666666664
[493번 수식 전송]: 6+7*6*9-1+5*8-8*3-9/6-8+10/3/9+1/8/7+7+10/1-3*3-2/7*8*8-1/9-6-3/4*2+7+8+7/7*10
[483번 결과 수신]: 36.99305555555556
[494번 수식 전송]: 2*3*4-8-6-8+8+9-7+10+7+6/2*10-2-7-1/1/2+2/7-1-1-6*9*4*4/5+5/7-5/2+7
[484번 결과 수신]: 43.38769841269842
[495번 수식 전송]: 3*10+10/7*3/4-5/7+4+5*5+9-9/4/3+8*10-3+3+10+8+1/2-10*3*3+8-9-1/2/3-2-3+5-6/3/4-6+10-9
[485번 결과 수신]: -222.24999999999997
[496번 수식 전송]: 10*4-2-10*8/5+6*4-8-3/6*4-2-8/3/2-1-3*3/9*2-2*9*9+3-10*10*6+4/4+10+3/1*7*7/1*8*2+4+4*10*6
[486번 결과 수신]: -10.655555555555555
[497번 수식 전송]: 7*5-2-10+8*5*5*1+7/5-1*5*7/9-1/2-1+9/5-1/1-7/6-6*10-5-2+3-2/3/1/5/7-6*8/2-8*10*5+1
[487번 결과 수신]: -30.0
[498번 수식 전송]: 2-3*3/7*2-3-3*4*7-10/6-1-1*4+4*2*5/8-7-2/3-8/5-10*10+3/5*3/9
[488번 결과 수신]: 88.875
[499번 수식 전송]: 3-8-10+7+6/4+8/1*3+4
[489번 결과 수신]: -63.0
[500번 수식 전송]: 5/10/2+3-7*5/5+2-2-4*1*3-10/2
[490번 결과 수신]: -23.071428571428573
[501번 수식 전송]: 7-3+8-4-2/4*1+10*4+2-7-3+5-8*4-6*10+8+6/8/7+1-4/9-1/1+3/10*5*10+3-8-9+8-3+6*9*1*2
[491번 결과 수신]: 132.66666666666666
[502번 수식 전송]: 5+6/7/3*2+5+3/9-4*6-8*6/4+10*9+1
[492번 결과 수신]: 7.477777777777781
[503번 수식 전송]: 7/8/2*4*4-4*3+6-2+8+9*5+5-6/2/6
[493번 결과 수신]: 396.9914021164022
[504번 수식 전송]: 8*8-4-10-4*1*5+5+8*2-1+10+10-9+2/3*9+8/2/7+1/4/7*10-7/5-2-9+7+8+8/4*4+9+4*8
[494번 결과 수신]: -119.80000000000003
[505번 수식 전송]: 9*1-5/8/10-10-10*10-9*4/10-10-8*9+3*6-4+9*8-8/3*10/4/10+1*10/1+9/4-4-6+4/4/5-6-3*4-2
[495번 결과 수신]: 69.44047619047619
[506번 수식 전송]: 5/4/2/9+1*2/7-5-8*3*8*8/1*7*6*7*3/1+1-6+4-10/4+4+1+6*6/9*2*7-8/2+1/1*2-1+6+5*4*10/3+6/4+9-9-10-9-9+7
[496번 결과 수신]: 1877.6666666666665
[507번 수식 전송]: 2/10*8+1/1/3-6*3-7-3/7/3+6+5-7*9*1+5*10-5*6/2*9-4*8/2/9-6/6+8/2/3*10*2-9/9
[497번 결과 수신]: -268.3746031746032
[508번 수식 전송]: 3/4*5*5-8/5+2+6+8-4-8/2/9/2/3*4-3/2-3*2+7+2+5-5*3/6/5/5-4/2-5+2+8+7*9/6+7/7-4+2*9/2+5
[498번 결과 수신]: -198.3047619047619
[509번 수식 전송]: 5*2+8*5-2/5/10+4/10/6*3/10*9*5-8*7-8
[499번 결과 수신]: 21.5
[510번 수식 전송]: 6*8+7+3*4*8+8-4/3/4-3
[500번 결과 수신]: -20.75
[511번 수식 전송]: 7*5+4+10+4-9/4+2+3/7/4/5*6-4*9+4/7*2/8-8-4/2+2+5-6+3+5*3+9-7/7-9+3+9/4/10+10+5-3-9/1*3/9+3/1+9/6/7/5
[501번 결과 수신]: 74.1626984126984
